Site ID,Lat,Long,Elevation,Elevation_ds,Vegetation,Climate,Climate_ds,MAT,MAT_ds,MAP,MAP_ds,SRAD_ds,clay,silt,sand,bdod,cec,N,pH,soc
FI-Jok,60.8986,23.51345,NA,114,CRO,NA,Dfb,4.6,4.15,627,612,109072,28,36,35.9,0.0074,54.3,0.1115,5.4,16.03
FI-Kaa,69.14057,27.26985,NA,157,WET,NA,Dfc,-1.3,-1.14,395,432,92177,5.8,31.8,62.5,0.0059,49.5,0.1005,5,21.16
FI-Ken,67.98723,24.24305,NA,311,ENF,NA,Dfc,NA,-1.73,NA,524,94523,6.3,37,56.7,0.0063,49,0.0891,4.7,20.01
FI-Kmp,60.2028872,24.9610457,NA,28,URB,NA,Dfb,5.9,5.41,655,639,112220,26.1,37.2,36.8,0.007,45.9,0.089,5.6,13.5
FI-Kns,60.6468333,24.356167,NA,134,ENF,NA,Dfb,4.3,4.14,607,649,109872,19.7,38.7,41.6,0.0062,43.7,0.1083,4.4,17.86
FI-Kvr,61.84662,24.2804,NA,169,WAT,NA,Dfc,3.3,3.21,711,668,105658,NA,NA,NA,NA,NA,NA,NA,NA
FI-Let,60.64183,23.95952,NA,125,ENF,NA,Dfb,4.6,4.28,627,664,110020,18.5,41.1,40.4,0.0056,42.9,0.1173,4.5,22.03
FI-Lom,67.997239,24.209178,NA,286,WET,NA,Dfc,-1.4,-1.73,484,524,94533,5.5,33.1,61.3,0.0062,46.7,0.092,4.8,21.25
FI-Qvd,60.295242,22.391607,NA,23,CRO,NA,Dfb,5.4,5.24,650,677,113566,29.6,31.4,39,0.0074,43.3,0.0728,5.6,10.03
FI-Si2,61.8372,24.1967,NA,174,WET,NA,Dfc,3.5,3.19,701,660,105796,9.5,39.8,50.7,0.0059,58.7,0.1156,4.7,21.83
FI-Sii,61.83265,24.19285,NA,179,WET,NA,Dfc,3.5,3.19,701,665,105750,9.5,41.1,49.4,0.0059,58.4,0.1131,4.7,19.68
FI-Skj,64.7807,24.6515,NA,9,WET,NA,Dfc,2.3,2.27,521,502,101869,15,30.6,54.4,0.0062,51.9,0.1162,4.8,23.69
FI-Sod,67.3623864,26.6385907,NA,187,ENF,NA,Dfc,-1,-0.83,500,514,94834,5.2,28.2,66.5,0.0059,45.2,0.0973,4.7,20.09
FI-Var,67.7549,29.61,NA,340,ENF,NA,Dfc,-0.5,-0.78,601,576,93513,8.2,37.2,54.6,0.0062,38.3,0.0963,4.8,20.74
FI-Ves,61.3716,25.1055,NA,132,ENF,NA,Dfc,4.5,3.55,650,635,107548,13.2,33.8,53,0.0052,62.4,0.1242,4.5,23.98
FR-Aur,43.549653,1.106096,NA,269,CRO,NA,Cfb,12.9,12.48,NA,830,160702,30,50.6,19.3,0.0133,32.9,0.0379,7.4,4.81
FR-Avi,43.9160833,4.87805556,NA,29,CRO,NA,Csa,14,14.57,687,743,175722,22,45.5,32.5,0.0137,21.8,0.0278,7.6,5.6
FR-Bil,44.493672,-0.956082,NA,41,ENF,NA,Cfb,12.8,12.76,930,934,152404,18.7,21.4,59.9,0.0122,34.2,0.0675,5.8,5.86
FR-CLt,45.04127,6.4106,NA,2381,GRA,NA,Cfc,3.5,0.99,950,1403,176621,20.4,38.4,41.2,0.0105,32.2,0.0655,6.2,11.84
FR-Cou,44.7555556,-0.5555556,NA,21,CRO,NA,Cfb,13.3,13.22,900,907,152508,19.3,30.7,50,0.0133,31.5,0.0447,6.7,5.3
FR-EM1,49.8721083,3.02065,NA,86,CRO,NA,Cfb,10.8,9.99,680,666,127997,26.9,60.8,12.3,0.0133,27.8,0.0509,7.2,3.33
FR-EM2,49.8721083,3.02065,NA,86,CRO,NA,Cfb,10.8,9.99,680,666,127997,26.9,60.8,12.3,0.0133,27.8,0.0509,7.2,3.33
FR-FBn,43.24079,5.67865,NA,336,MF,NA,Csa,13.6,13.88,700,691,182304,24.7,42,33.3,0.0121,21.3,0.0453,6.9,7.36
FR-Fgs,48.38,-1.18,NA,150,DBF,NA,Cfb,NA,10.85,NA,779,138029,22.4,64.5,13.1,0.011,27.8,0.0682,5.2,8.6
FR-Fon,48.476358,2.780096,NA,86,DBF,NA,Cfb,10.2,10.65,720,627,137650,23,50.6,26.3,0.012,24.3,0.0747,5.8,7.37
FR-Gri,48.84422,1.95191,NA,108,CRO,NA,Cfb,12,10.66,650,626,134202,25.2,43.5,31.3,0.0128,23.7,0.0562,6.8,3.27
FR-Hes,48.6741,7.06465,NA,305,DBF,NA,Cfb,9.2,9.42,820,776,136039,26,50.8,23.1,0.0121,26.2,0.0592,5.4,7.75
FR-Lam,43.49648,1.23785,NA,181,CRO,NA,Cfb,12.55,12.66,NA,771,160876,25.4,52.2,22.5,0.0134,28.6,0.036,6.6,4.55
FR-LBr,44.71711,-0.7693,NA,65,ENF,NA,Cfb,13.6,12.55,900,909,153202,25.6,27.7,46.7,0.0136,32.7,0.0611,6.1,6.5
FR-LGt,47.322917,2.284102,NA,168,WET,NA,Cfb,11,10.76,880,705,143276,20.9,37.6,41.5,0.0122,26.9,0.0609,5.4,7.97
FR-Lq1,45.6430556,2.73583333,NA,1002,GRA,NA,Cfb,13.6,7.62,1313,904,152058,19.7,34.5,45.8,0.0114,38.7,0.0679,5.7,10.23
FR-Lq2,45.6391944,2.73702778,NA,1002,GRA,NA,Cfb,13.6,7.62,1313,904,152321,23.6,30.9,45.5,0.0102,32,0.0712,5.7,11.78
FR-Lus,46.41425,0.12065,NA,143,GRA,NA,Cfb,11.6,11.36,812,835,147863,20.5,49.4,30.1,0.0121,34.4,0.0513,6.3,4.95
FR-Mau,43.3852778,1.29222222,NA,199,GRA,NA,Cfb,NA,12.63,13.5,776,161932,27.5,48.3,24.1,0.0132,30.5,0.0495,6.5,5.26
FR-Mej,48.1183815,-1.7963183,NA,42,GRA,NA,Cfb,11.7,11.53,725,742,140043,17.5,56.2,26.3,0.0116,25.7,0.0602,6,4.64
FR-MsS,48.53816,5.31187,NA,367,DBF,NA,Cfb,9.7,9.42,1090,769,137895,32.3,55.8,11.9,0.0131,27.4,0.0557,6.5,5.78
FR-OnV,48.50846,5.213463,NA,343,GRA,NA,Cfb,9.7,9.56,995,781,137553,33,56.5,10.5,0.0131,24.3,0.0437,6.8,4.31
FR-Pue,43.7413,3.5957,NA,214,EBF,NA,Csa,13.3,13.65,924,666,170626,26.6,42.1,31.3,0.0108,26,0.0529,6.8,7.75
FR-Tou,43.572855,1.37474,NA,158,GRA,NA,Cfb,13.8,13.05,638,693,160169,24,48.2,27.8,0.0135,30.5,0.0409,6.7,3.69
GF-Cpg,5.3531,-53.004,NA,21,GRA,NA,Af,25.7,25.87,3000,2766,217465,30.1,38.8,31.1,0.0115,16,0.0343,5,4.81
GF-Guy,5.27877188,-52.924862,NA,42,EBF,NA,Af,25.7,25.74,3041,2796,219069,36.2,34.7,29.1,0.0106,18.4,0.0444,4.6,6.45
GF-Nrg,4.0423,-52.67495,NA,99,EBF,NA,Af,25.5,25.34,2560,3107,218241,35.1,27.6,37.3,0.0117,16.1,0.0492,4.6,6.02
GH-Ank,5.26854275,-2.6942059,NA,103,EBF,NA,Am,26,26.37,1900,1874,197540,20.4,11.9,67.7,0.0135,12.1,0.0194,4.8,2.44
GL-Dsk,69.2535,-53.514,NA,-25,SNO,NA,ET,-3,-6.33,420,424,102356,16.3,40.8,42.9,0.0072,46.4,0.0909,5.7,12.75
GL-Kbf,64.1382,-51.3784,NA,274,GRA,NA,ET,-1,-2.56,750,726,107562,11.9,38.8,49.3,0.0077,42.8,0.1063,5.7,14.76
GL-NuF,64.13083,-51.38611,NA,276,WET,NA,ET,-1.4,-2.56,750,726,108217,15.9,35.1,49,0.0074,33.6,0.1065,5.8,13.78
GL-ZaF,74.48143,-20.55452,NA,184,WET,NA,ET,-9,-9.72,211,248,90370,20.1,34,45.9,0.0069,40.2,0.0967,6.2,20.31
GL-ZaH,74.47328,-20.5503,NA,184,GRA,NA,ET,-9,-9.72,211,248,90362,18.7,36.7,44.6,0.007,41,0.0966,6.4,20.56
GR-HeK,35.3361,25.1328,NA,34,URB,NA,Csa,25.3,18.66,NA,485,195848,NA,NA,NA,NA,NA,NA,NA,NA
GR-HeM,35.3234,25.1302,NA,34,URB,NA,Csa,NA,18.28,NA,528,194710,NA,NA,NA,NA,NA,NA,NA,NA
GR-Vcs,40.889737,24.84893,NA,2,GRA,NA,Csa,16,14.84,800,527,176470,24.3,40.8,34.8,0.013,25.9,0.0349,7.3,4.73
HR-Jst,45.6194,15.6877,NA,116,DBF,NA,Cfb,10.6,10.85,962,999,148138,32.4,40.3,27.4,0.0123,26.1,0.0615,4.9,6.17
HU-Bug,46.6911011,19.6012993,NA,108,GRA,NA,Cfb,11,10.43,500,529,151265,23.8,18.3,57.9,0.0141,23.3,0.0483,8.2,2.49
HU-He1,46.955947,16.652025,NA,243,CRO,NA,Cfb,NA,9.54,NA,708,144544,25.9,45.2,28.9,0.0135,24.3,0.0542,6.2,3.68
HU-He2,46.95515,16.652661,NA,243,GRA,NA,Cfb,NA,9.54,NA,708,144544,25.1,47.2,27.7,0.0137,23.1,0.0546,6.3,3.92
HU-Mat,47.8469009,19.7259998,NA,315,GRA,NA,Cfb,11,9.13,600,565,142982,22.6,39.1,38.3,0.0132,24,0.044,6.9,3.52
HU-Spr,47.6558725,16.4544737,NA,485,DBF,NA,Cfb,NA,8.64,NA,713,140663,19.8,38.9,41.3,0.0115,25.8,0.0736,5.1,5.67
ID-Buk,-0.861389,117.044722,20,70,EBF,Af,Af,27,27.58,3300,2196,202114,24.5,38.6,36.9,0.012,14.1,0.0264,4.6,4.49
ID-DTP,0.69949138,102.793305,6.6,24,EBF,Af,Af,27,26.38,1767,2232,195532,35.3,33.8,30.9,0.0096,15.7,0.0247,4.7,11.66
ID-ITP,0.39520416,102.76455,9,27,EBF,Af,Af,26.8,26.45,1757,2226,195668,36.2,33.8,30,0.0114,19.8,0.0267,4.7,14.38
ID-JOP,-1.693056,103.391389,76,57,EBF,Af,Af,26.7,26.53,2235,2569,198705,47.3,24.7,28,0.0106,16.2,0.0275,4.5,8.76
ID-Kan,1,101.266667,71,13,CRO,Af,Af,26,26.4,2208,2925,195000,30.6,34.7,34.6,0.0105,22.3,0.0305,4.8,11.58
ID-Pag,-2.345,114.0364,30,21,EBF,Am,Af,26.3,27.51,2231,2396,202665,32.2,41.9,25.9,0.0109,23.7,0.032,4.9,17.51
IE-Ca2,52.86758,-6.91117,NA,56,GRA,NA,Cfb,NA,10.12,804,871,114277,22.7,38.8,38.5,0.0103,28,0.0582,6.2,8.42
IE-CaC,52.8587917,-6.9181361,NA,59,CRO,NA,Cfb,9.6,10.21,804,883,114365,22.4,35.7,41.9,0.0106,28.2,0.0608,6.4,9.09
IE-CaN,52.8587917,-6.9181361,NA,59,CRO,NA,Cfb,9.6,10.21,804,883,114365,22.4,35.7,41.9,0.0106,28.2,0.0608,6.4,9.09
IE-CLa,52.95,-7.25,NA,213,ENF,NA,Cfb,NA,9.2,804,1128,113996,20.2,39.5,40.3,0.0089,30.1,0.0861,5.4,13.75
IE-Cra,53.3229786,-7.6417699,NA,55,WET,NA,Cfb,9.6,9.53,820.6,1026,112086,19.1,40.5,40.4,0.0107,29.9,0.0715,5.4,14.06
IE-Dgm,51.986179,-8.753931,NA,184,DBF,NA,Cfb,10.5,9.44,1450,1096,116812,18.4,43.1,38.5,0.0092,31.8,0.0805,5.9,9.42
IE-Dri,51.9866944,-8.7518056,NA,184,GRA,NA,Cfb,NA,9.44,1450,1096,116812,18.9,42,39.1,0.0088,31.9,0.081,5.9,8
IE-Gwr,52.6365,-7.011306,NA,44,CRO,NA,Cfb,9.9,10.35,857.4,969,115294,19.5,41.5,38.9,0.0108,27.1,0.0625,6.1,7.79
IE-Kil,51.9683611,-9.9003056,NA,132,WET,NA,Cfb,NA,9.84,1950,1857,114824,16.6,44.4,39,0.0101,39.9,0.0775,4.8,14.44
IE-Wex,52.2981944,-6.4997778,NA,46,GRA,NA,Cfb,NA,10.28,1049,994,118856,21.4,41,37.6,0.0107,31.8,0.0705,5.8,8.19
IL-Yat,31.3450446,35.0519885,NA,640,ENF,NA,BSh,18.2,17.23,285,300,232885,30.8,38.5,30.8,0.0143,31.5,0.017,7.8,2.18
IN-Bet,21.863011,77.426019,507,492,MF,As,As,27,25.51,1016,1258,236125,44.9,39.9,15.2,0.0162,44.6,0.0185,6.5,1.41
IN-Brk,30.110682,78.20343,415,425,DBF,As,Cwa,37.5,22.88,2073,1573,215213,21.1,42.5,36.4,0.012,20.6,0.0343,5.9,4.56
IN-CRR,20.4518833,85.9402667,NA,22,CRO,NA,Aw,27.7,27.02,1500,1599,220153,30.1,38.4,31.5,0.0127,16.7,0.0145,6.6,3.35
IN-Hdw,29.149319,79.421103,280,309,MF,As,Cwa,40,24.12,1250,1775,219532,23.3,41.4,35.3,0.0123,18.6,0.0222,6.1,3.56
IN-IAR,28.643839,77.152712,207,232,CRO,BSh,Cwa,24.1,25.21,779,699,224938,16.5,32.9,50.6,0.0148,12.2,0.0117,7.7,0.77
IS-Gun,63.8333015,-20.2167,NA,60,DBF,NA,Cfc,3.6,4.57,1117,1266,92757,7.1,27.4,65.5,0.0079,31,0.0547,6.3,25.41
IT-Amp,41.9040993,13.6051567,NA,925,GRA,NA,Cfa,10,10.05,1360,830,175891,34,43.3,22.7,0.0129,30.5,0.0374,7.3,4.62
IT-BCi,40.52375,14.9574444,NA,12,CRO,NA,Csa,18,16.06,600,1039,181563,37,35.8,27.3,0.0132,25.6,0.0418,7.4,5.75
IT-Be1,46.00361,13.02556,NA,65,CRO,NA,Cfb,13.5,12.95,1216,1285,146694,26.8,40.7,32.5,0.0122,33.6,0.0583,7.1,5.83
IT-Be2,46.00431,13.02776,NA,65,CRO,NA,Cfb,13.5,12.95,1216,1285,146694,26.7,42.5,30.8,0.0124,34.4,0.0551,7.1,5.64
IT-BFt,45.197835,10.742019,NA,24,DBF,NA,Cfa,13.2,12.96,650,678,155810,40.5,40.9,18.6,0.0123,32.8,0.0852,6.5,9.23
IT-Bon,39.4777778,16.5347222,NA,1154,ENF,NA,Csa,8.9,10.67,1170,860,181314,24.5,40.6,34.8,0.01,25.5,0.0474,6.1,9.97
IT-BsB,45.11835,7.16198,NA,1019,DBF,NA,Cfb,NA,7.32,NA,986,172861,29.9,37.6,32.6,0.0121,32.5,0.0457,6.9,6.4
IT-Bsn,45.119313,7.16049,NA,563,GRA,NA,Cfb,NA,7.32,NA,986,172861,29.4,37.9,32.7,0.0122,32.2,0.0441,6.9,5.96
IT-CA1,42.3804111,12.0265611,NA,192,DBF,NA,Csa,14,14.49,766,332,174216,23.5,43.9,32.6,0.013,24.1,0.0267,7.2,2.95
IT-CA2,42.3772194,12.0260389,NA,194,CRO,NA,Csa,14,14.49,766,332,174216,23.2,44,32.8,0.0131,24.5,0.0265,7.2,2.97
IT-CA3,42.38,12.0222,NA,192,DBF,NA,Csa,14,14.49,766,332,174205,23.3,43.7,32.9,0.013,22.7,0.0262,7.3,2.58
IT-Cas,45.0700472,8.71752222,NA,87,CRO,NA,Cfa,11.9,12.42,NA,771,162282,23.9,45.4,30.6,0.0123,27.1,0.0602,6.7,8.59
IT-CdD,42.950231,12.381827,NA,161,CRO,NA,Cfa,NA,13.7,NA,626,166899,33.4,44.1,22.6,0.0127,29.5,0.0306,7.5,4.06
IT-Cng,44.71,11.53,NA,8,CRO,NA,Cfa,13,13.48,NA,632,158494,37.4,55.3,7.3,0.0133,30.5,0.059,7.5,4.6
IT-Col,41.84936,13.58814,NA,1416,DBF,NA,Cfa,6.3,7.63,1180,789,174609,26.1,39.6,34.3,0.0093,32.1,0.0685,6,9.34
IT-Cp2,41.7042656,12.3572931,NA,8,EBF,NA,Csa,15.2,15.62,805,752,179753,38.4,30.2,31.5,0.0119,26.9,0.061,6.6,9.53
IT-Cpz,41.7052493,12.3761058,NA,12,EBF,NA,Csa,15.6,15.64,780,763,179648,37.1,31.6,31.3,0.012,29.1,0.0521,6.6,9.17
IT-Ctv,37.64416,12.84638,NA,112,CRO,NA,Csa,17.5,17.75,510,488,198926,33.6,36.2,30.2,0.0143,22.3,0.0257,7.3,3.94
IT-Gln,40.9471167,14.1170889,NA,45,URB,NA,Csa,21,15.56,1000,918,177978,NA,NA,NA,NA,NA,NA,NA,NA
IT-Isp,45.812643,8.633579,NA,219,DBF,NA,Cfb,12.2,11.44,1300,1181,157415,21.1,38.4,40.6,0.0121,28.9,0.0689,5.9,7.22
IT-La2,45.9542,11.2853,NA,1236,ENF,NA,Cfb,7.2,7.72,1150,575,154433,21.4,36.5,42.1,0.0102,27.7,0.0672,6.5,8.48
IT-Lav,45.9562,11.28132,NA,1084,ENF,NA,Cfb,7.8,7.72,1291,575,154591,20.9,36.7,42.4,0.0101,26.9,0.065,6.4,9.44
IT-Lec,43.30359,11.26975,NA,282,EBF,NA,Cfa,12,13.83,870,746,170261,29.8,37.4,32.8,0.0112,29.3,0.0504,6.5,8.92
IT-LMa,45.15258,7.58259,NA,293,DBF,NA,Cfb,11.6,11.99,1030,827,171319,18.8,50.6,30.6,0.0121,24.6,0.0502,6.2,6.7
IT-Lsn,45.740481,12.750297,NA,-3,OSH,NA,Cfa,13.1,13.32,1083,970,150057,36.3,52.5,11.3,0.0125,37.2,0.0614,7,5.82
IT-Mal,46.11402,11.70334,NA,1602,GRA,NA,ET,6.3,5.5,1200,804,151878,17.6,40.2,42.2,0.011,30.7,0.067,6,7.69
IT-MBo,46.014678,11.045831,NA,1731,GRA,NA,Dfb,5.1,6.31,1214,407,155102,20.4,39.6,40,0.0121,28.6,0.0656,6.9,6.06
IT-MPn,41.1073,14.7416,NA,199,CRO,NA,Csa,NA,14.27,NA,824,175722,30.4,42.8,26.8,0.0127,26.7,0.0301,7.2,4.57
IT-Mrs,42.927225,12.3651,NA,171,CRO,NA,Cfa,NA,13.72,NA,622,166790,32.3,47,20.8,0.0128,29,0.0282,7.6,4.11
IT-MsN,39.71472,16.27806,NA,54,DBF,NA,Csa,16,17,800,809,182847,29.3,37.2,33.5,0.0118,23,0.0398,6.8,6.47
IT-MtM,46.687021,10.579757,NA,1572,GRA,NA,ET,6.5,6.74,550,578,152973,20,40.8,39.2,0.0117,29.3,0.0571,6.7,5.9
IT-MtP,46.684285,10.585237,NA,1572,GRA,NA,ET,6.5,4.64,550,548,154569,19.7,43,37.2,0.0116,29.2,0.0569,6.6,5.98
IT-Neg,45.7475639,12.4467306,NA,11,CRO,NA,Cfb,13.1,13.04,NA,891,150972,27.9,46.9,25.2,0.0127,32.3,0.0655,6.9,5.78
IT-Niv,45.49091,7.13943,NA,2683,GRA,NA,Cfb,NA,-0.61,NA,1469,181742,18.7,45.2,36.1,0.0104,30.8,0.0577,6,11.2
IT-Noe,40.606176,8.151694,NA,80,CSH,NA,Csa,15.9,15.61,588,758,189244,24.2,24.1,51.8,0.0114,22.4,0.0494,6.4,9.66
IT-Non,44.69019,11.09109,NA,19,MF,NA,Cfa,14.5,13.33,1000,689,159122,45.5,45.1,9.5,0.0119,27.7,0.0884,6.8,8.3
IT-OVr,43.912014,12.904041,NA,22,URB,NA,Cfb,NA,13.79,NA,770,161753,NA,NA,NA,NA,NA,NA,NA,NA
IT-OXm,43.7744639,11.2552417,NA,75,URB,NA,Cfb,NA,15.06,NA,829,164521,NA,NA,NA,NA,NA,NA,NA,NA
IT-PCm,40.8741,14.2504,NA,122,EBF,NA,Csa,16.4,16.05,846,983,177097,NA,NA,NA,NA,NA,NA,NA,NA
IT-Pia,42.5838694,10.0784,NA,9,OSH,NA,Csa,16,16.83,460,418,180161,29.2,31.6,39.2,0.0126,25.3,0.0348,7.4,5.52
IT-PT1,45.2008722,9.06103889,NA,64,DBF,NA,Cfa,12.7,12.24,984,768,158521,23.2,44.5,32.3,0.013,24.1,0.0582,6.9,6.52
IT-Ren,46.58686,11.43369,NA,1717,ENF,NA,Dfc,4.7,3.36,809.3,684,152351,18.1,37.8,44.1,0.0099,28.9,0.0627,5.6,6.5
IT-Ro1,42.40812,11.93001,NA,163,DBF,NA,Csa,15.15,14.6,876.2,379,174428,26,41.2,32.8,0.0123,24,0.0458,6.7,6.86
IT-Ro2,42.39026,11.92093,NA,145,DBF,NA,Csa,15.15,14.6,876.2,379,175004,27.5,42.4,30.1,0.0122,24,0.0496,6.9,7.49
IT-Ro3,42.37539,11.91542,NA,144,CRO,NA,Csa,15.15,14.66,876.2,399,174928,26.3,43,30.7,0.0127,23.3,0.0322,7.3,2.83
IT-Ro4,42.37333,11.91922,NA,146,CRO,NA,Csa,15.15,14.64,876,375,174777,25.2,43.7,31.1,0.0128,22.6,0.0289,7.4,3.31
IT-Rut,40.993753,17.03274,NA,143,CRO,NA,Csa,15.7,15.08,600,569,179212,35.5,43.2,21.4,0.0131,28.7,0.025,7.5,3.3
IT-Sas,40.716957,8.575956,NA,250,URB,NA,Csa,16,15.33,515.8,635,186229,NA,NA,NA,NA,NA,NA,NA,NA
IT-SMc,40.8472556,14.2578167,NA,81,URB,NA,Csa,21,16.05,1000,983,175588,NA,NA,NA,NA,NA,NA,NA,NA
IT-SPC,44.653869,11.62277,NA,6,GRA,NA,Cfa,14.6,13.56,644,633,158448,40,52.7,7.2,0.0131,27,0.0568,7.5,3.63
IT-SR2,43.732022,10.29091,NA,8,ENF,NA,Csa,14.2,14.05,920,886,169382,32.2,35.8,32,0.012,29.7,0.0661,6.7,11.29
IT-SRo,43.7278611,10.2844444,NA,5,ENF,NA,Csa,14.2,14.05,920,886,169382,33.4,34.7,31.9,0.012,30,0.0644,6.9,9.21
IT-Ter,40.7037778,9.39816667,NA,623,MF,NA,Csb,NA,13.66,0,687,185327,22.8,35.3,41.9,0.012,18.9,0.0394,6.2,6.06
IT-To1,42.1896736,11.9215541,NA,408,EBF,NA,Csa,NA,13.84,NA,278,176691,31.7,41.2,27.1,0.0112,24.5,0.0512,6.6,8.35
IT-To2,42.1896736,11.9215541,NA,408,EBF,NA,Csa,NA,13.84,NA,278,176691,31.7,41.2,27.1,0.0112,24.5,0.0512,6.6,8.35
IT-Tol,42.18967,11.92155,NA,408,EBF,NA,Csa,14.99,13.84,781,278,176691,31.7,41.2,27.1,0.0112,24.5,0.0512,6.6,8.35
IT-Tor,45.84444,7.578055,NA,2040,GRA,NA,Dfc,NA,0.69,2.9,1272,173035,20,37.9,42.2,0.0102,31.2,0.0596,6,12.43
IT-TrF,45.82376,7.56089,NA,1996,DNF,NA,Dfc,3.1,4.3,1100,1092,171380,20.1,38,42,0.0098,32.9,0.0754,5.9,12.74
IT-VdA,46.19678,11.11354,NA,183,CRO,NA,Dfb,11.8,11.51,822,805,148685,16.8,35.3,47.9,0.012,32.2,0.0736,7,5.17
IT-Vig,45.29591,8.87554,NA,104,DBF,NA,Cfa,15.3,12.21,810,855,158113,23.9,39.2,37,0.0131,26.5,0.0595,6.8,6.05
JP-Aka,43.116667,144.366667,6,0,WET,Af,Dfb,5.5,5.76,1119.6,1055,150424,24.2,37.9,37.8,0.0108,30.7,0.0641,5.7,6.57
JP-Aou,34.7863,134.371,NA,134,EBF,Cfa,Cfa,15.2,14.44,1159,1430,165131,28.3,40.9,30.8,0.0109,18.5,0.0391,5.7,5.97
JP-App,40.022356,140.939255,825,687,DNF,Dfa,Dfa,6.1,6.67,NA,1478,141844,21.2,36.1,42.7,0.0084,38.4,0.0984,4.8,12.08
JP-BBY,43.32296,141.81079,17,14,WET,Dfb,Dfb,7.2,7.19,1156.5,1154,142331,27.5,31.8,40.7,0.0105,35.1,0.086,5.3,7.43
JP-Bre,42.4,142.46667,130,65,CRO,Dfb,Dfb,7.9,7.23,1365,1082,147100,22.9,33.1,44,0.0104,30.4,0.0671,5.8,5.35
JP-CFK,37.15979,127.652729,141,73,CRO,Dwa,Dwa,11.5,11.1,1170,1281,161663,31.8,37.4,30.8,0.013,17.9,0.0348,6.2,5.39
JP-Das,78.916667,11.933333,60,171,BAR,EF,ET,5,-5.74,NA,398,80253,15.6,39,45.4,0.0064,45,0.1016,6.2,23.64
JP-FHK,35.443528,138.764722,1150,1073,DNF,Cfa,Cfa,8.7,9.72,1844,1693,162290,28,33.1,38.9,0.0094,24.1,0.0586,5.5,7.86
JP-Fsk,40.654722,140.485278,20,20,CRO,Dfa,Cfa,10.1,10.39,1183,1336,143207,24.9,33.3,41.8,0.0114,38.4,0.0822,5.4,5.77
JP-Fuj,35.45454,138.76225,1030,1073,DNF,Cfa,Cfa,10.1,9.72,1483,1693,162382,27.7,31.2,41.1,0.0097,24.2,0.0607,5.4,9.15
JP-GRK,35.745328,126.852522,21,7,ENF,Dwa,Cfa,12.9,13,1253,1230,174817,29,50.2,20.9,0.0138,16.3,0.0454,5.9,2.37
JP-Hac,34.533333,133.933333,-2,65,CRO,Cfa,Cfa,16.7,15.01,1100,1427,168903,27.8,42.9,29.3,0.0116,21.8,0.0345,5.7,4.65
JP-HEF,42.989997,141.387475,165,127,ENF,Dfb,Dfb,7.2,7.4,933,1239,142564,26.9,36.1,37,0.0103,32.4,0.0868,4.8,11.2
JP-Hit,42.986836,141.385288,180,175,DBF,Dfb,Dfb,7.2,7.4,933,1239,142564,23.6,36.6,39.8,0.0095,32.9,0.0867,4.7,9.71
JP-Hok,42.694076,141.583128,60,56,DBF,Dfb,Dfb,7.1,6.63,1200,1192,142885,19.7,35.9,44.4,0.0104,29.3,0.0661,5.3,7.23
JP-Kah,33.137028,130.709528,165,252,ENF,Cfa,Cfa,15.3,13.72,2130,2127,159123,30.9,32.5,36.6,0.0104,24,0.0526,5.1,5.68
JP-Kar,36.4,138.583333,1380,1367,MF,Dfb,Cfa,6.6,7.26,1198,1589,154813,30.4,34.7,34.9,0.0101,24.2,0.0596,5.4,8.13
JP-KEW,34.963611,135.994444,250,264,ENF,Cfa,Cfa,13.6,14.59,1645,1600,159678,26.6,33,40.4,0.0103,24.5,0.0539,5.2,7.83
JP-Kob,31.966667,130.933333,301,467,CRO,Cfa,Cfa,16.2,14.61,2800,2618,170425,31.3,35.9,32.7,0.0101,23.4,0.0433,5.1,6.17
JP-Kwa,35.870073,139.489599,26,29,DBF,Cfa,Cfa,15,14.61,1300,1432,155802,26.1,32.8,41.1,0.0114,26.7,0.0621,5.7,5.96
JP-Mas,36.054,140.0269,13,17,CRO,Cfa,Cfa,13.7,14.18,1200,1307,156076,19.3,33.6,47.2,0.0112,26.1,0.0586,5.9,5.2
JP-MBF,44.3842,142.318583,585,487,DBF,Af,Dfb,NA,4.02,NA,1174,137629,23.9,34.7,41.4,0.0084,29.4,0.1042,4.8,10.6
JP-MMF,44.3219,142.2613,340,329,MF,Af,Dfb,NA,4.58,NA,1156,139039,23.7,35.5,40.8,0.0085,29.7,0.0967,5,10.49
JP-Nae,36.891703,138.766823,900,852,DBF,Cfa,Dfb,NA,8.64,NA,1671,149932,30,32.2,37.8,0.009,32.7,0.0892,4.8,10.63
JP-NFT,36.05132,140.099316,40,23,CRO,Cfa,Cfa,NA,14.22,NA,1338,155546,12,33,55,0.0108,24.8,0.0565,5.9,5.78
JP-NKM,35.808042,137.833886,2644,2165,CSH,Dfb,Dfb,0.6,4.65,NA,1951,153099,30.1,35.7,34.2,0.0085,29.3,0.079,5.2,12.81
JP-Nks,43.54606,144.966545,50,44,CRO,Dfb,Dfc,5.2,7.9,1120,1031,149183,NA,NA,NA,NA,NA,NA,NA,NA
JP-Nsu,36.925743,139.967766,320,304,CRO,Cfa,Cfa,12,11.96,1561,1318,154101,20.5,38.7,40.7,0.0112,27.1,0.0622,5.9,6.33
JP-Ooz,34.563469,135.533483,22,28,URB,Cfa ,Cfa,15.6,16.38,1206.9,1372,160386,NA,NA,NA,NA,NA,NA,NA,NA
